Bandleader,Title,Date,AudioKey
Aníbal Troilo,Bien Porteño,1944-03-30,Troilo Anibal/1940-1944/Troilo - Bien Porteno - Instrumental - 1944.opus
Aníbal Troilo,Buenos Aires,1942-12-29,Troilo Anibal/1940-1944/Troilo - Buenos Aires - Fiorentino - 1942.opus
Aníbal Troilo,C. T. V.,1942-01-08,Troilo Anibal/1940-1944/Troilo - C. T. V. - Instrumental - 1942.opus
Aníbal Troilo,Cachirulo,1941-03-04,Troilo Anibal/1940-1944/Troilo - Cachirulo - Instrumental - 1941.opus
Aníbal Troilo,Cada Día Te Extraño Mas,1943-12-17,Troilo Anibal/1940-1944/Troilo - Cada Dia Te Extrano Mas - Fiorentino - 1943.opus
Aníbal Troilo,Cada Vez Que Me Recuerdes,1943-04-05,Troilo Anibal/1940-1944/Troilo - Cada Vez Que Me Recuerdes - Fiorentino - 1943.opus
Aníbal Troilo,Café de los Angelitos,1944-12-19,Troilo Anibal/1940-1944/Troilo - Cafe De Los Angelitos - Marino - 1944.opus
Aníbal Troilo,Cantando Se Van las Penas,1943-09-30,Troilo Anibal/1940-1944/Troilo - Cantando Se Van Las Penas - Marino - 1943.opus
Aníbal Troilo,Cautivo,1941-10-09,Troilo Anibal/1940-1944/Troilo - Cautivo - Fiorentino - 1941.opus
Aníbal Troilo,Chiqué,1944-03-03,Troilo Anibal/1940-1944/Troilo - Chique - Instrumental - 1944.opus
Aníbal Troilo,"Colorao, Colorao",1942-06-12,Troilo Anibal/1940-1944/Troilo - Colorao Colorao - Fiorentino - 1942.opus
Aníbal Troilo,"Colorao, Colorao",1942-06-12,"Troilo Anibal/1940-1944/Troilo - Colorao, Colorao - Fiorentino - 1942.opus"
Aníbal Troilo,Con Permiso,1944-09-27,Troilo Anibal/1940-1944/Troilo - Con Permiso - Marino - 1944.opus
Aníbal Troilo,Con Toda la Voz Que Tengo,1941-04-16,Troilo Anibal/1940-1944/Troilo - Con Toda La Voz Que Tengo - Fiorentino - 1941.opus
Aníbal Troilo,"Copas, Amigas y Besos",1944-12-19,Troilo Anibal/1940-1944/Troilo - Copas Amigas Y Besos - Marino - 1944.opus
Aníbal Troilo,"Copas, Amigas y Besos",1944-12-19,"Troilo Anibal/1940-1944/Troilo - Copas, Amigas Y Besos - Marino - 1944.opus"
Aníbal Troilo,Corazón No Le Hagas Caso,1943-03-11,Troilo Anibal/1940-1944/Troilo - Corazon No Le Hagas Caso - Fiorentino - 1943.opus
Aníbal Troilo,Cordón de Oro,1941-07-18,Troilo Anibal/1940-1944/Troilo - Cordon De Oro - Instrumental - 1941.opus
Aníbal Troilo,Cristal,1944-06-07,Troilo Anibal/1940-1944/Troilo - Cristal - Marino - 1944.opus
Aníbal Troilo,Cuando Tallan los Recuerdos,1943-04-27,Troilo Anibal/1940-1944/Troilo - Cuando Tallan Los Recuerdos - Marino - 1943.opus
Aníbal Troilo,De Barro,1943-06-02,Troilo Anibal/1940-1944/Troilo - De Barro - Fiorentino - 1943.opus
Aníbal Troilo,De Pura Cepa,1942-10-22,Troilo Anibal/1940-1944/Troilo - De Pura Cepa - Instrumental - 1942.opus
Aníbal Troilo,Del Tiempo Guapo,1941-11-21,Troilo Anibal/1940-1944/Troilo - Del Tiempo Guapo - Fiorentino - 1941.opus
Aníbal Troilo,Después,1944-03-03,Troilo Anibal/1940-1944/Troilo - Despues - Marino - 1944.opus
Aníbal Troilo,El Barrio del Tambor,1943-11-05,Troilo Anibal/1940-1944/Troilo - El Barrio Del Tambor - Marino - 1943.opus
Aníbal Troilo,El Bulín de la Calle Ayacucho,1941-06-17,Troilo Anibal/1940-1944/Troilo - El Bulin De La Calle Ayacucho - Fiorentino - 1941.opus
Aníbal Troilo,El Chupete,1942-10-22,Troilo Anibal/1940-1944/Troilo - El Chupete - Instrumental - 1942.opus
Aníbal Troilo,El Cuarteador,1941-09-06,Troilo Anibal/1940-1944/Troilo - El Cuarteador - Fiorentino - 1941.opus
Aníbal Troilo,El Desafió,1944-03-30,Troilo Anibal/1940-1944/Troilo - El Desafio - Fiorentino y Mandarino - 1944.opus
Aníbal Troilo,El Distinguido Ciudadano,1943-08-04,Troilo Anibal/1940-1944/Troilo - El Distinguido Ciudadano - Instrumental - 1943.opus
Aníbal Troilo,El Encopao,1942-09-01,Troilo Anibal/1940-1944/Troilo - El Encopao - Fiorentino - 1942.opus
Aníbal Troilo,El Entrerriano,1944-06-27,Troilo Anibal/1940-1944/Troilo - El Entrerriano - Instrumental - 1944.opus
Aníbal Troilo,El Tamango,1941-10-23,Troilo Anibal/1940-1944/Troilo - El Tamango - Instrumental - 1941.opus
Aníbal Troilo,En Esta Tarde Gris,1941-07-18,Troilo Anibal/1940-1944/Troilo - En Esta Tarde Gris - Fiorentino - 1941.opus
Aníbal Troilo,Farol,1943-09-30,Troilo Anibal/1940-1944/Troilo - Farol - Fiorentino - 1943.opus
Aníbal Troilo,Farolito de Papel,1943-06-02,Troilo Anibal/1940-1944/Troilo - Farolito De Papel - Marino - 1943.opus
Aníbal Troilo,Ficha de Oro,1942-10-09,Troilo Anibal/1940-1944/Troilo - Ficha De Oro - Fiorentino - 1942.opus
Aníbal Troilo,Fueye,1942-06-12,Troilo Anibal/1940-1944/Troilo - Fueye - Fiorentino - 1942.opus
Aníbal Troilo,Garúa,1943-08-04,Troilo Anibal/1940-1944/Troilo - Garua - Fiorentino - 1943.opus
Aníbal Troilo,Gime el Viento,1943-10-20,Troilo Anibal/1940-1944/Troilo - Gime El Viento - Fiorentino - 1943.opus
Aníbal Troilo,Gricel,1942-10-30,Troilo Anibal/1940-1944/Troilo - Gricel - Fiorentino - 1942.opus
Aníbal Troilo,Guapeando,1941-07-11,Troilo Anibal/1940-1944/Troilo - Guapeando - Instrumental - 1941.opus
Aníbal Troilo,Inspiración,1943-05-03,Troilo Anibal/1940-1944/Troilo - Inspiracion - Instrumental - 1943.opus
Aníbal Troilo,La Cumparsita,1943-11-05,Troilo Anibal/1940-1944/Troilo - La Cumparsita - Instrumental - 1943.opus
Aníbal Troilo,La Luz de un Fósforo,1943-12-17,Troilo Anibal/1940-1944/Troilo - La Luz De Un Fosforo - Marino - 1943.opus
Aníbal Troilo,La Maleva,1942-10-09,Troilo Anibal/1940-1944/Troilo - La Maleva - Instrumental - 1942.opus
Aníbal Troilo,La Tablada,1942-07-23,Troilo Anibal/1940-1944/Troilo - La Tablada - Instrumental - 1942.opus
Aníbal Troilo,La Vi Llegar,1944-06-27,Troilo Anibal/1940-1944/Troilo - La Vi Llegar - Marino - 1944.opus
Aníbal Troilo,Lejos de Buenos Aires,1942-09-01,Troilo Anibal/1940-1944/Troilo - Lejos De Buenos Aires - Fiorentino - 1942.opus
Aníbal Troilo,Los Mareados,1942-06-15,Troilo Anibal/1940-1944/Troilo - Los Mareados - Fiorentino - 1942.opus
Aníbal Troilo,Luna Llena,1944-12-19,Troilo Anibal/1940-1944/Troilo - Luna Llena - Ruiz - 1944.opus
Aníbal Troilo,Malena,1942-01-08,Troilo Anibal/1940-1944/Troilo - Malena - Fiorentino - 1942.opus
Aníbal Troilo,Mano Brava,1941-03-04,Troilo Anibal/1940-1944/Troilo - Mano Brava - Fiorentino - 1941.opus
Aníbal Troilo,Maragata,1941-10-09,Troilo Anibal/1940-1944/Troilo - Maragata - Fiorentino - 1941.opus
Aníbal Troilo,Margarita Gauthier,1943-03-11,Troilo Anibal/1940-1944/Troilo - Margarita Gauthier - Fiorentino - 1943.opus
Aníbal Troilo,Marioneta,1944-10-06,Troilo Anibal/1940-1944/Troilo - Marioneta - Ruiz - 1944.opus
Aníbal Troilo,Me Están Sobrando las Penas,1944-08-01,Troilo Anibal/1940-1944/Troilo - Me Estan Sobrando Las Penas - Marino - 1944.opus
Aníbal Troilo,Mi Castigo,1942-04-16,Troilo Anibal/1940-1944/Troilo - Mi Castigo - Fiorentino - 1942.opus
Aníbal Troilo,Milonga en Rojo,1944-12-19,Troilo Anibal/1940-1944/Troilo - Milonga En Rojo - Marino y Ruiz - 1944.opus
Aníbal Troilo,Milongueando en el 40,1941-06-17,Troilo Anibal/1940-1944/Troilo - Milongueando En El 40 - Instrumental - 1941.opus
Aníbal Troilo,Nada Mas Que un Corazón,1944-08-31,Troilo Anibal/1940-1944/Troilo - Nada Mas Que Un Corazon - Marino - 1944.opus
Aníbal Troilo,Naipe,1944-06-27,Troilo Anibal/1940-1944/Troilo - Naipe - Marino - 1944.opus
Aníbal Troilo,Naranjo en Flor,1944-11-23,Troilo Anibal/1940-1944/Troilo - Naranjo En Flor - Ruiz - 1944.opus
Aníbal Troilo,No Le Digas Que la Quiero,1941-10-23,Troilo Anibal/1940-1944/Troilo - No Le Digas Que La Quiero - Fiorentino - 1941.opus
Aníbal Troilo,No Te Apures Carablanca,1942-09-18,Troilo Anibal/1940-1944/Troilo - No Te Apures Carablanca - Fiorentino - 1942.opus
Aníbal Troilo,Orquesta de Mi Ciudad,1943-12-17,Troilo Anibal/1940-1944/Troilo - Orquesta De Mi Ciudad - Fiorentino - 1943.opus
Aníbal Troilo,Pa' Que Bailen los Muchachos,1942-04-16,Troilo Anibal/1940-1944/Troilo - Pa' Que Bailen Los Muchachos - Fiorentino - 1942.opus
Aníbal Troilo,Pa' Que Seguir,1942-12-14,Troilo Anibal/1940-1944/Troilo - Pa' Que Seguir - Fiorentino - 1942.opus
Aníbal Troilo,Pablo,1943-10-20,Troilo Anibal/1940-1944/Troilo - Pablo - Instrumental - 1943.opus
Aníbal Troilo,Pájaro Ciego,1941-05-28,Troilo Anibal/1940-1944/Troilo - Pajaro Ciego - Fiorentino y Mandarino - 1941.opus
Aníbal Troilo,Palomita Blanca,1944-11-23,Troilo Anibal/1940-1944/Troilo - Palomita Blanca - Marino y Ruiz - 1944.opus
Aníbal Troilo,Papa Baltasar,1942-04-16,Troilo Anibal/1940-1944/Troilo - Papa Baltasar - Fiorentino - 1942.opus
Aníbal Troilo,Pedacito de Cielo,1942-09-10,Troilo Anibal/1940-1944/Troilo - Pedacito De Cielo - Fiorentino - 1942.opus
Aníbal Troilo,Percal,1943-03-25,Troilo Anibal/1940-1944/Troilo - Percal - Fiorentino - 1943.opus
Aníbal Troilo,Piropos,1944-04-11,Troilo Anibal/1940-1944/Troilo - Piropos - Instrumental - 1944.opus
Aníbal Troilo,Por las Calles de la Vida,1942-12-14,Troilo Anibal/1940-1944/Troilo - Por Las Calles De La Vida - Fiorentino - 1942.opus
Aníbal Troilo,Quejas de Bandoneón,1944-09-27,Troilo Anibal/1940-1944/Troilo - Quejas De Bandoneon - Instrumental - 1944.opus
Aníbal Troilo,Ropa Blanca,1943-05-03,Troilo Anibal/1940-1944/Troilo - Ropa Blanca - Marino - 1943.opus
Aníbal Troilo,Rosa de Tango,1944-08-01,Troilo Anibal/1940-1944/Troilo - Rosa De Tango - Marino - 1944.opus
Aníbal Troilo,Sencillo y Compadre,1941-11-21,Troilo Anibal/1940-1944/Troilo - Sencillo Y Compadre - Fiorentino - 1941.opus
Aníbal Troilo,Siga el Corso,1944-06-07,Troilo Anibal/1940-1944/Troilo - Siga El Corso - Marino - 1944.opus
Aníbal Troilo,Sombras Nada Más,1944-03-30,Troilo Anibal/1940-1944/Troilo - Sombras Nada Mas - Marino - 1944.opus
Aníbal Troilo,Soñar y Nada Mas,1943-08-04,Troilo Anibal/1940-1944/Troilo - Sonar Y Nada Mas - Fiorentino y Mandarino - 1943.opus
Aníbal Troilo,Sosiego en la Noche,1943-11-05,Troilo Anibal/1940-1944/Troilo - Sosiego En La Noche - Fiorentino - 1943.opus
Aníbal Troilo,Soy del 90',1943-04-27,Troilo Anibal/1940-1944/Troilo - Soy Del 90' - Fiorentino - 1943.opus
Aníbal Troilo,Soy Muchacho de la Guardia,1942-06-15,Troilo Anibal/1940-1944/Troilo - Soy Muchacho De La Guardia - Fiorentino - 1942.opus
Aníbal Troilo,Soy un Porteño,1943-05-02,Troilo Anibal/1940-1944/Troilo - Soy Un Porteno - Fiorentino - 1943.opus
Aníbal Troilo,Suerte Loca,1942-06-15,Troilo Anibal/1940-1944/Troilo - Suerte Loca - Fiorentino - 1942.opus
Aníbal Troilo,Tabaco,1944-03-30,Troilo Anibal/1940-1944/Troilo - Tabaco - Fiorentino - 1944.opus
Aníbal Troilo,Tabernero,1941-05-28,Troilo Anibal/1940-1944/Troilo - Tabernero - Fiorentino - 1941.opus
Aníbal Troilo,Tal Vez Será su Voz,1943-08-04,Troilo Anibal/1940-1944/Troilo - Tal Vez Sera Su Voz - Marino - 1943.opus
Aníbal Troilo,Tango y Copas,1943-04-05,Troilo Anibal/1940-1944/Troilo - Tango Y Copas - Marino - 1943.opus
Aníbal Troilo,Te Aconsejo Que Me Olvides,1941-04-16,Troilo Anibal/1940-1944/Troilo - Te Aconsejo Que Me Olvides - Fiorentino - 1941.opus
Aníbal Troilo,Temblando,1944-03-30,Troilo Anibal/1940-1944/Troilo - Temblando - Fiorentino - 1944.opus
Aníbal Troilo,Tinta Roja,1941-10-23,Troilo Anibal/1940-1944/Troilo - Tinta Roja - Fiorentino - 1941.opus
Aníbal Troilo,Toda Mi Vida,1941-03-04,Troilo Anibal/1940-1944/Troilo - Toda Mi Vida - Fiorentino - 1941.opus
Aníbal Troilo,Torrente,1944-10-06,Troilo Anibal/1940-1944/Troilo - Torrente - Marino - 1944.opus
Aníbal Troilo,Total Pa' Qué Sirvo,1941-09-08,Troilo Anibal/1940-1944/Troilo - Total Pa' Que Sirvo - Fiorentino - 1941.opus
Aníbal Troilo,Tres Amigos,1944-04-11,Troilo Anibal/1940-1944/Troilo - Tres Amigos - Marino - 1944.opus
Aníbal Troilo,Tristezas de la Calle Corrientes,1942-09-18,Troilo Anibal/1940-1944/Troilo - Tristezas De La Calle Corrientes - Fiorentino - 1942.opus
Aníbal Troilo,Tu Diagnóstico,1941-10-09,Troilo Anibal/1940-1944/Troilo - Tu Diagnostico - Fiorentino - 1941.opus
Aníbal Troilo,Un Placer,1942-06-12,Troilo Anibal/1940-1944/Troilo - Un Placer - Instrumental - 1942.opus
Aníbal Troilo,Una Carta,1941-07-11,Troilo Anibal/1940-1944/Troilo - Una Carta - Fiorentino - 1941.opus
Aníbal Troilo,Uno,1943-06-30,Troilo Anibal/1940-1944/Troilo - Uno - Marino - 1943.opus
Aníbal Troilo,Uruguaya,1943-10-20,Troilo Anibal/1940-1944/Troilo - Uruguaya - Fiorentino y Mandarino - 1943.opus
Aníbal Troilo,Valsecito Amigo,1943-03-25,Troilo Anibal/1940-1944/Troilo - Valsecito Amigo - Fiorentino - 1943.opus
Aníbal Troilo,Yo Soy el Tango,1941-03-04,Troilo Anibal/1940-1944/Troilo - Yo Soy El Tango - Fiorentino - 1941.opus
Aníbal Troilo,A la Parrilla,1949-06-30,Troilo Anibal/1945-1949/Troilo - A La Parrilla - Instrumental - 1949.opus
Aníbal Troilo,A Unos Ojos,1949-03-31,Troilo Anibal/1945-1949/Troilo - A Unos Ojos - Rivero y Calderon - 1949.opus
Aníbal Troilo,Adiós Pampa Mía,1945-11-15,Troilo Anibal/1945-1949/Troilo - Adios Pampa Mia - Marino y Ruiz - 1945.opus
Aníbal Troilo,Amor y Tango,1945-10-09,Troilo Anibal/1945-1949/Troilo - Amor Y Tango - Ruiz - 1945.opus
Aníbal Troilo,Así Es Ninon,1946-09-25,Troilo Anibal/1945-1949/Troilo - Asi Es Ninon - Marino - 1946.opus
Aníbal Troilo,Bandita de Mi Pueblo,1946-04-22,Troilo Anibal/1945-1949/Troilo - Bandita De Mi Pueblo - Ruiz - 1946.opus
Aníbal Troilo,Bienvenida,1946-04-10,Troilo Anibal/1945-1949/Troilo - Bienvenida - Instrumental - 1946.opus
Aníbal Troilo,Buen Amigo,1946-07-11,Troilo Anibal/1945-1949/Troilo - Buen Amigo - Instrumental - 1946.opus
Aníbal Troilo,Cafetín de Buenos Aires,1948-07-08,Troilo Anibal/1945-1949/Troilo - Cafetin De Buenos Aires - Rivero - 1948.opus
Aníbal Troilo,Camino del Tucumán,1946-06-14,Troilo Anibal/1945-1949/Troilo - Camino Del Tucuman - Marino y Ruiz - 1946.opus
Aníbal Troilo,Canción Desesperada,1945-10-09,Troilo Anibal/1945-1949/Troilo - Cancion Desesperada - Marino - 1945.opus
Aníbal Troilo,Carnaval,1947-07-04,Troilo Anibal/1945-1949/Troilo - Carnaval - Rivero - 1947.opus
Aníbal Troilo,Cimarrón de Ausencia,1945-06-05,Troilo Anibal/1945-1949/Troilo - Cimarron De Ausencia - Marino y Ruiz - 1945.opus
Aníbal Troilo,Color de Rosa,1945-10-25,Troilo Anibal/1945-1949/Troilo - Color De Rosa - Instrumental - 1945.opus
Aníbal Troilo,Como Tú,1948-10-01,Troilo Anibal/1945-1949/Troilo - Como Tu - Rivero - 1948.opus
Aníbal Troilo,Con Mi Perro,1946-05-14,Troilo Anibal/1945-1949/Troilo - Con Mi Perro - Marino - 1946.opus
Aníbal Troilo,Confesión,1947-04-29,Troilo Anibal/1945-1949/Troilo - Confesion - Ruiz - 1947.opus
Aníbal Troilo,Corazón de Papel,1947-10-24,Troilo Anibal/1945-1949/Troilo - Corazon De Papel - Ruiz - 1947.opus
Aníbal Troilo,Cotorrita de la Suerte,1945-06-28,Troilo Anibal/1945-1949/Troilo - Cotorrita De La Suerte - Marino - 1945.opus
Aníbal Troilo,Cuándo Volverás,1949-03-31,Troilo Anibal/1945-1949/Troilo - Cuando Volveras - Calderon - 1949.opus
Aníbal Troilo,De Todo Te Olvidas,1948-02-23,Troilo Anibal/1945-1949/Troilo - De Todo Te Olvidas - Ruiz - 1948.opus
Aníbal Troilo,Desvelo,1948-02-28,Troilo Anibal/1945-1949/Troilo - Desvelo - Ruiz - 1948.opus
Aníbal Troilo,El Africano,1945-11-15,Troilo Anibal/1945-1949/Troilo - El Africano - Instrumental - 1945.opus
Aníbal Troilo,El Milagro,1947-04-29,Troilo Anibal/1945-1949/Troilo - El Milagro - Rivero - 1947.opus
Aníbal Troilo,El Morocho y el Oriental [Gardel-Razzano],1947-07-04,Troilo Anibal/1945-1949/Troilo - El Morocho y el Oriental [Gardel-Razzano] - Ruiz y Rivero - 1947.opus
Aníbal Troilo,El Último Organito,1949-03-31,Troilo Anibal/1945-1949/Troilo - El Ultimo Organito - Rivero - 1949.opus
Aníbal Troilo,En Carne Propia,1946-06-14,Troilo Anibal/1945-1949/Troilo - En Carne Propia - Marino - 1946.opus
Aníbal Troilo,Equipaje,1945-03-27,Troilo Anibal/1945-1949/Troilo - Equipaje - Ruiz - 1945.opus
Aníbal Troilo,Flor de Lino,1947-04-29,Troilo Anibal/1945-1949/Troilo - Flor De Lino - Ruiz - 1947.opus
Aníbal Troilo,Fruta Amarga,1945-08-10,Troilo Anibal/1945-1949/Troilo - Fruta Amarga - Marino - 1945.opus
Aníbal Troilo,Fuegos Artificiales,1945-05-29,Troilo Anibal/1945-1949/Troilo - Fuegos Artificiales - Instrumental - 1945.opus
Aníbal Troilo,Fuimos,1946-04-10,Troilo Anibal/1945-1949/Troilo - Fuimos - Marino - 1946.opus
Aníbal Troilo,Garras,1945-02-28,Troilo Anibal/1945-1949/Troilo - Garras - Marino - 1945.opus
Aníbal Troilo,Juan Tango,1945-05-29,Troilo Anibal/1945-1949/Troilo - Juan Tango - Ruiz - 1945.opus
Aníbal Troilo,La Embriaguez del Tango,1945-03-27,Troilo Anibal/1945-1949/Troilo - La Embriaguez Del Tango - Ruiz - 1945.opus
Aníbal Troilo,La Mariposa,1949-07-22,Troilo Anibal/1945-1949/Troilo - La Mariposa - Rivero - 1949.opus
Aníbal Troilo,La Noche Que Te Fuiste,1945-06-05,Troilo Anibal/1945-1949/Troilo - La Noche Que Te Fuiste - Ruiz - 1945.opus
Aníbal Troilo,La Revancha,1946-10-22,Troilo Anibal/1945-1949/Troilo - La Revancha - Instrumental - 1946.opus
Aníbal Troilo,La Viajera Perdida,1949-10-20,Troilo Anibal/1945-1949/Troilo - La Viajera Perdida - Rivero - 1949.opus
Aníbal Troilo,Lagrimitas de Mi Corazón,1948-07-08,Troilo Anibal/1945-1949/Troilo - Lagrimitas De Mi Corazon - Ruiz y Rivero - 1948.opus
Aníbal Troilo,"Lloraras, Llorarás",1945-08-10,Troilo Anibal/1945-1949/Troilo - Lloraras Lloraras - Ruiz - 1945.opus
Aníbal Troilo,Los Ejes de Mi Carreta,1947-10-07,Troilo Anibal/1945-1949/Troilo - Los Ejes De Mi Carreta - Rivero - 1947.opus
Aníbal Troilo,Margó,1945-12-18,Troilo Anibal/1945-1949/Troilo - Margo - Marino - 1945.opus
Aníbal Troilo,María,1945-10-09,Troilo Anibal/1945-1949/Troilo - Maria - Marino - 1945.opus
Aníbal Troilo,Me Quede Mirándola,1945-03-27,Troilo Anibal/1945-1949/Troilo - Me Quede Mirandola - Marino - 1945.opus
Aníbal Troilo,Mi Noche Triste,1949-06-30,Troilo Anibal/1945-1949/Troilo - Mi Noche Triste - Rivero - 1949.opus
Aníbal Troilo,Mi Tango Triste,1946-11-28,Troilo Anibal/1945-1949/Troilo - Mi Tango Triste - Marino - 1946.opus
Aníbal Troilo,Mientras Gime el Bandoneón,1946-11-28,Troilo Anibal/1945-1949/Troilo - Mientras Gime El Bandoneon - Ruiz - 1946.opus
Aníbal Troilo,Milonga en Negro,1949-03-31,Troilo Anibal/1945-1949/Troilo - Milonga En Negro - Rivero - 1949.opus
Aníbal Troilo,Milonga Triste,1946-03-22,Troilo Anibal/1945-1949/Troilo - Milonga Triste - Marino - 1946.opus
Aníbal Troilo,Miriñaque,1949-10-20,Troilo Anibal/1945-1949/Troilo - Mirinaque - Rivero y Calderon - 1949.opus
Aníbal Troilo,Mis Amigos de Ayer,1946-01-23,Troilo Anibal/1945-1949/Troilo - Mis Amigos De Ayer - Ruiz - 1946.opus
Aníbal Troilo,Ojos Negros,1948-10-01,Troilo Anibal/1945-1949/Troilo - Ojos Negros - Instrumental - 1948.opus
Aníbal Troilo,Patético,1949-03-30,Troilo Anibal/1945-1949/Troilo - Patetico - Instrumental - 1949.opus
Aníbal Troilo,Príncipe,1946-01-23,Troilo Anibal/1945-1949/Troilo - Principe - Marino - 1946.opus
Aníbal Troilo,Que Me Van Hablar de Amor,1946-07-11,Troilo Anibal/1945-1949/Troilo - Que Me Van Hablar De Amor - Ruiz - 1946.opus
Aníbal Troilo,Recuerdos de Bohemia,1946-03-12,Troilo Anibal/1945-1949/Troilo - Recuerdos De Bohemia - Instrumental - 1946.opus
Aníbal Troilo,Romance de Barrio,1947-08-19,Troilo Anibal/1945-1949/Troilo - Romance De Barrio - Ruiz - 1947.opus
Aníbal Troilo,Rosicler,1946-07-11,Troilo Anibal/1945-1949/Troilo - Rosicler - Marino - 1946.opus
Aníbal Troilo,Selección de Tangos de Julio De Caro,1949-07-22,Troilo Anibal/1945-1949/Troilo - Seleccion de Tangos de Julio De Caro - Instrumental - 1949.opus
Aníbal Troilo,Sin Palabras,1946-10-22,Troilo Anibal/1945-1949/Troilo - Sin Palabras - Marino - 1946.opus
Aníbal Troilo,Soledad... la de Barracas,1945-06-28,Troilo Anibal/1945-1949/Troilo - Soledad La De Barracas - Marino - 1945.opus
Aníbal Troilo,Solo Se Quiere una Vez,1946-09-25,Troilo Anibal/1945-1949/Troilo - Solo Se Quiere Una Vez - Ruiz - 1946.opus
Aníbal Troilo,Sur,1948-02-23,Troilo Anibal/1945-1949/Troilo - Sur - Rivero - 1948.opus
Aníbal Troilo,Tapera,1947-10-24,Troilo Anibal/1945-1949/Troilo - Tapera - Rivero - 1947.opus
Aníbal Troilo,Tarde Gris,1946-06-14,Troilo Anibal/1945-1949/Troilo - Tarde Gris - Ruiz - 1946.opus
Aníbal Troilo,Tedio,1945-12-18,Troilo Anibal/1945-1949/Troilo - Tedio - Marino - 1945.opus
Aníbal Troilo,Tres y Dos,1946-05-14,Troilo Anibal/1945-1949/Troilo - Tres Y Dos - Instrumental - 1946.opus
Aníbal Troilo,Tú,1949-10-26,Troilo Anibal/1945-1949/Troilo - Tu - Rivero - 1949.opus
Aníbal Troilo,Tu Pálido Final,1947-07-04,Troilo Anibal/1945-1949/Troilo - Tu Palido Final - Rivero - 1947.opus
Aníbal Troilo,Tu Perro Pekinés,1948-02-28,Troilo Anibal/1945-1949/Troilo - Tu Perro Pekines - Rivero - 1948.opus
Aníbal Troilo,Una Lagrima Tuya,1949-03-30,Troilo Anibal/1945-1949/Troilo - Una Lagrima Tuya - Rivero y Calderon - 1949.opus
Aníbal Troilo,Y Dicen Que No Te Quiero,1947-07-04,Troilo Anibal/1945-1949/Troilo - Y Dicen Que No Te Quiero - Ruiz - 1947.opus
Aníbal Troilo,Y la Perdí,1947-10-07,Troilo Anibal/1945-1949/Troilo - Y La Perdi - Ruiz - 1947.opus
Aníbal Troilo,Y Volvemos a Querernos,1949-10-26,Troilo Anibal/1945-1949/Troilo - Y Volvemos A Querernos - Calderon - 1949.opus
Aníbal Troilo,Ya Estamos Iguales,1945-03-27,Troilo Anibal/1945-1949/Troilo - Ya Estamos Iguales - Marino - 1945.opus
Aníbal Troilo,"Yira, Yira",1947-04-29,Troilo Anibal/1945-1949/Troilo - Yira Yira - Rivero - 1947.opus
Aníbal Troilo,"Yira, Yira",1947-04-29,Troilo Anibal/1945-1949/Troilo - Yira... Yira... - Rivero - 1947.opus
Aníbal Troilo,Yo Te Bendigo,1947-08-19,Troilo Anibal/1945-1949/Troilo - Yo Te Bendigo - Rivero - 1947.opus
Aníbal Troilo,Yuyo Verde,1945-02-28,Troilo Anibal/1945-1949/Troilo - Yuyo Verde - Ruiz - 1945.opus
Aníbal Troilo,A Pedro Maffia,1953-12-18,Troilo Anibal/1950-1954/Troilo - A Pedro Maffia - Instrumental - 1953.opus
Aníbal Troilo,Amigazo,1952-03-28,Troilo Anibal/1950-1954/Troilo - Amigazo - Casal - 1952.opus
Aníbal Troilo,"Araca, Corazón",1952-11-23,"Troilo Anibal/1950-1954/Troilo - Araca, Corazon - Casal - 1952.opus"
Aníbal Troilo,Barrio Viejo,1952-09-11,Troilo Anibal/1950-1954/Troilo - Barrio Viejo - Casal - 1952.opus
Aníbal Troilo,Bien Milonga,1951-06-26,Troilo Anibal/1950-1954/Troilo - Bien Milonga - Instrumental - 1951.opus
Aníbal Troilo,Buenos Aires,1952-03-20,Troilo Anibal/1950-1954/Troilo - Buenos Aires - Casal - 1952.opus
Aníbal Troilo,Carmín,1954-02-12,Troilo Anibal/1950-1954/Troilo - Carmin - Casal - 1954.opus
Aníbal Troilo,Cenizas,1952-05-14,Troilo Anibal/1950-1954/Troilo - Cenizas - Instrumental - 1952.opus
Aníbal Troilo,"Che, Bandoneón",1950-11-24,"Troilo Anibal/1950-1954/Troilo - Che, Bandoneon - Casal - 1950 (1950).opus"
Aníbal Troilo,"Che, Bandoneón",1950-11-24,"Troilo Anibal/1950-1954/Troilo - Che, Bandoneon - Casal - 1950.opus"
Aníbal Troilo,Chiqué,1952-06-05,Troilo Anibal/1950-1954/Troilo - Chique - Instrumental - 1952.opus
Aníbal Troilo,Contrabajeando,1954-02-28,Troilo Anibal/1950-1954/Troilo - Contrabajeando - Instrumental - 1954.opus
Aníbal Troilo,Contratiempo,1952-03-20,Troilo Anibal/1950-1954/Troilo - Contratiempo - Instrumental - 1952.opus
Aníbal Troilo,Corrientes Angosta,1954-04-24,Troilo Anibal/1950-1954/Troilo - Corrientes Angosta - Beron - 1954.opus
Aníbal Troilo,Cualquier Cosa,1952-03-28,Troilo Anibal/1950-1954/Troilo - Cualquier Cosa - Beron - 1952.opus
Aníbal Troilo,De Muy Adentro,1954-04-24,Troilo Anibal/1950-1954/Troilo - De Muy Adentro - Instrumental - 1954.opus
